source,instance,n,arm,gap_pct,seconds,q_arm_mean,detail
lkh_compare,d15112,15112,FIS local search,2.9224122805902293,0.15501049999147654,,
benchmark/small,d15112,15112,LK k32/d10/b32,2.246606029938643,0.8512425750000148,1.0079053264240385,
benchmark/large,d15112,15112,LK k32/d10/b32,2.246606029938643,0.8494418759996734,1.0078036414983984,
lkh_compare,d15112,15112,LK k32/d10/b32,2.246606029938643,0.44925700000021607,,
benchmark/small,d15112,15112,LK k32/d2/b4,2.921585878440058,0.32631504100027087,1.003949071971721,
benchmark/large,d15112,15112,LK k32/d2/b4,2.921585878440058,0.32441118599945185,1.0040697080289724,
lkh_compare,d15112,15112,LK k32/d2/b4,2.921585878440058,0.17683869999018498,,
benchmark/small,d15112,15112,LK k32/d3/b8,2.7850388154732997,0.3988258619997396,1.0047638345010088,
benchmark/large,d15112,15112,LK k32/d3/b8,2.7850388154732997,0.39660040699982346,1.0050733415359843,
lkh_compare,d15112,15112,LK k32/d3/b8,2.7850388154732997,0.21059649999369867,,
benchmark/small,d15112,15112,LK k32/d6/b32,2.5100376076547724,0.6212140380002893,1.0035207428679007,
benchmark/large,d15112,15112,LK k32/d6/b32,2.5100376076547724,0.6181447709996064,1.003402438675091,
lkh_compare,d15112,15112,LK k32/d6/b32,2.5100376076547724,0.3287770999886561,,
lkh_compare,d15112,15112,LK k32/d6/b8,2.595029890330078,0.3015021000173874,,
benchmark/small,d15112,15112,LK k48/d10/b32,2.4669375570535332,0.9258673610002006,1.0056517538491074,
benchmark/large,d15112,15112,LK k48/d10/b32,2.4669375570535332,0.9248987500000112,1.0055846963209243,
lkh_compare,d15112,15112,LK k48/d10/b32,2.4669375570535332,0.4742893000075128,,
lkh_compare,d15112,15112,LKH,0.2716320298216751,2.509399200003827,,nn5/trials=1
lkh_compare,d15112,15112,LKH,0.10692372435292712,13.485985299979802,,nn5/trials=25
lkh_compare,d15112,15112,LKH,0.05765744232348686,47.896705699997256,,nn5/trials=100
lkh_compare,d15112,15112,LKH,0.03400962694935553,429.0576155000017,,nn5/trials=1000
lkh_compare,d15112,15112,LKH,0.1146156212891365,180.34466440000688,,alpha/trials=1
lkh_compare,d15112,15112,LKH,0.05409755613813375,185.6518444000103,,alpha/trials=25
lkh_compare,d15112,15112,LKH,0.035408153665029966,207.66526750000776,,alpha/trials=100
benchmark/small,d15112,15112,construct_fis,22.140267144030453,0.031904853000014555,1.1736233946567567,
benchmark/large,d15112,15112,construct_fis,22.140267144030453,0.03233574900013991,1.1736233946567567,
benchmark/small,d15112,15112,fis_chain_greedy_handwritten,2.7231222236066226,0.41304273100013233,1.0045630520778273,
benchmark/large,d15112,15112,fis_chain_greedy_handwritten,2.7231222236066226,0.4030814089996966,1.0043647180736544,
benchmark/small,d15112,15112,fis_construct_lk,2.6594256886472687,1.0225812970002153,1.0086753491775193,
benchmark/large,d15112,15112,fis_construct_lk,2.6594256886472687,1.015380968000045,1.0084547624587679,
benchmark/small,d15112,15112,fis_effort_greedy_handwritten,2.699728685817159,0.5609734959998605,1.0060098374959503,
benchmark/large,d15112,15112,fis_effort_greedy_handwritten,2.699728685817159,0.5400509429996418,1.005887548748728,
benchmark/small,d15112,15112,fis_effort_nn,4.1182161918880364,0.2565375109998058,1.0140412382046813,
benchmark/large,d15112,15112,fis_effort_nn,3.8069804282543083,0.29830779599978996,1.017924208543351,
benchmark/small,d15112,15112,greedy-edge construction,15.082792781567926,0.09522814499996457,1.1203724763346603,
benchmark/large,d15112,15112,greedy-edge construction,15.082792781567926,0.09617923599989808,1.1203724763346603,
lkh_compare,d15112,15112,iterated (control),2.5100376076547724,0.3352949999971315,,0 kicks
lkh_compare,d15112,15112,iterated (control),1.8488523181216006,0.6955062999913935,,1600 kicks
lkh_compare,d15112,15112,iterated (control),1.2349626593366916,1.6682144000078551,,6400 kicks
lkh_compare,d15112,15112,iterated (control),0.8205537657238902,5.138963200006401,,25600 kicks
lkh_compare,d15112,15112,iterated (control),0.6028285838518477,18.12990970001556,,102400 kicks
lkh_compare,d15112,15112,iterated (control),0.46882429673177023,68.26190389998374,,409600 kicks
lkh_compare,d15112,15112,iterated + CHAIN reopt depth,2.835004360860577,0.16520180000225082,,0 kicks
lkh_compare,d15112,15112,iterated + CHAIN reopt depth,2.147374202521925,0.3010964999848511,,1600 kicks
lkh_compare,d15112,15112,iterated + CHAIN reopt depth,1.588472071421488,0.6651159999892116,,6400 kicks
lkh_compare,d15112,15112,iterated + CHAIN reopt depth,1.0340197980527424,2.0823301000054926,,25600 kicks
lkh_compare,d15112,15112,iterated + CHAIN reopt depth,0.7256446572465297,7.582378699997207,,102400 kicks
lkh_compare,d15112,15112,iterated + CHAIN reopt depth,0.5409755613813375,29.919797600014135,,409600 kicks
lkh_compare,d15112,15112,iterated + EFFORT-aimed kicks,2.5100376076547724,0.3303584999812301,,0 kicks
lkh_compare,d15112,15112,iterated + EFFORT-aimed kicks,1.8333413854568479,0.6980589999875519,,1600 kicks
lkh_compare,d15112,15112,iterated + EFFORT-aimed kicks,1.355490234469361,1.601050800003577,,6400 kicks
lkh_compare,d15112,15112,iterated + EFFORT-aimed kicks,0.9065631587378677,4.802786799991736,,25600 kicks
lkh_compare,d15112,15112,iterated + EFFORT-aimed kicks,0.674979848501415,16.880835399992066,,102400 kicks
lkh_compare,d15112,15112,iterated + EFFORT-aimed kicks,0.5439633230011874,64.67595730000176,,409600 kicks
lkh_compare,d15112,15112,iterated + both,2.835004360860577,0.16487599999527447,,0 kicks
lkh_compare,d15112,15112,iterated + both,2.234146428289907,0.29648679998354055,,1600 kicks
lkh_compare,d15112,15112,iterated + both,1.659161239959214,0.703957799996715,,6400 kicks
lkh_compare,d15112,15112,iterated + both,1.0541712966376875,2.1875656000047456,,25600 kicks
lkh_compare,d15112,15112,iterated + both,0.7768180211609806,8.049643500009552,,102400 kicks
lkh_compare,d15112,15112,iterated + both,0.6236793457946301,30.34119040000951,,409600 kicks
benchmark/small,d15112,15112,lk_16_4_8,3.2182642503515386,0.7563752269993529,1.003941395819218,
benchmark/large,d15112,15112,lk_16_4_8,3.2182642503515386,0.7579215350001505,1.0037598898757132,
benchmark/small,d15112,15112,lk_24_4_8,3.2500489484350488,0.5573823079998874,1.0072554797351712,
benchmark/large,d15112,15112,lk_24_4_8,3.2500489484350488,0.5511935740000808,1.0069127845632717,
benchmark/small,d15112,15112,lk_32_10_12,2.6845991695294087,0.8747288030003801,1.0070875108104045,
benchmark/large,d15112,15112,lk_32_10_12,2.6845991695294087,0.8830062329998327,1.0068941726003224,
benchmark/small,d15112,15112,lk_32_4_8,2.7235036399836243,0.4675678280000284,1.0061838313126712,
benchmark/large,d15112,15112,lk_32_4_8,2.7235036399836243,0.46686920799947984,1.0061319801967652,
benchmark/small,d15112,15112,lk_32_6_8,2.595029890330078,0.5631893629993101,1.0069138830927027,
benchmark/large,d15112,15112,lk_32_6_8,2.595029890330078,0.5567426490001708,1.006694767203914,
benchmark/small,d15112,15112,lk_64_10_32,2.3355396151763035,0.9545568060002552,1.0070109860831091,
benchmark/large,d15112,15112,lk_64_10_32,2.3355396151763035,0.9181194430007054,1.0070117536630354,
benchmark/small,d15112,15112,nearest-neighbour construction,23.847423278095768,0.004258548000052542,1.1752690128617187,
benchmark/large,d15112,15112,nearest-neighbour construction,23.847423278095768,0.004284991000076843,1.1752690128617187,
benchmark/small,d18512,18512,FIS deferred verification,2.8527458085233666,0.4856318349998219,1.0059237791432494,
benchmark/large,d18512,18512,FIS deferred verification,2.5277494505903246,0.5627566160001152,1.007694386146369,
benchmark/small,d18512,18512,FIS effort,2.641195961800142,0.6645223250002346,1.0044825042296526,
benchmark/large,d18512,18512,FIS effort,2.6177937443237997,0.8896517539997149,1.0052625047581623,
benchmark/small,d18512,18512,FIS effort+chain,3.0694100471453942,0.42567652200023076,1.007029461345093,
benchmark/large,d18512,18512,FIS effort+chain,2.712177522092623,0.45971994599995014,1.0080664026511228,
benchmark/small,d18512,18512,FIS full (fuzzy construction),3.62889352455993,0.34673747100032415,1.0182851645016107,
benchmark/large,d18512,18512,FIS full (fuzzy construction),3.481661030503473,0.40355539899974247,1.0132779122445035,
lkh_compare,d18512,18512,FIS local search,3.0694100471453942,0.2217798999918159,,
benchmark/small,d18512,18512,LK k32/d10/b32,2.4311959308038276,1.1818832970002404,1.0079053264240385,
benchmark/large,d18512,18512,LK k32/d10/b32,2.4311959308038276,1.1781733140001052,1.0078036414983984,
lkh_compare,d18512,18512,LK k32/d10/b32,2.4311959308038276,0.6187796000158414,,
benchmark/small,d18512,18512,LK k32/d2/b4,2.923262424097775,0.46364178499970876,1.003949071971721,
benchmark/large,d18512,18512,LK k32/d2/b4,2.923262424097775,0.45777216600026804,1.0040697080289724,
lkh_compare,d18512,18512,LK k32/d2/b4,2.923262424097775,0.2426145999925211,,
benchmark/small,d18512,18512,LK k32/d3/b8,2.6701775158933603,0.5647140419996504,1.0047638345010088,
benchmark/large,d18512,18512,LK k32/d3/b8,2.6701775158933603,0.563400559999991,1.0050733415359843,
lkh_compare,d18512,18512,LK k32/d3/b8,2.6701775158933603,0.2963066000083927,,
benchmark/small,d18512,18512,LK k32/d6/b32,2.4105833816359237,0.7860670420000133,1.0035207428679007,
benchmark/large,d18512,18512,LK k32/d6/b32,2.4105833816359237,0.7902133839997987,1.003402438675091,
lkh_compare,d18512,18512,LK k32/d6/b32,2.4105833816359237,0.41998900001635775,,
lkh_compare,d18512,18512,LK k32/d6/b8,2.5009376385147806,0.45072299998719245,,
benchmark/small,d18512,18512,LK k48/d10/b32,2.4778453841838206,1.130296109000028,1.0056517538491074,
benchmark/large,d18512,18512,LK k48/d10/b32,2.4778453841838206,1.1289762110000083,1.0055846963209243,
lkh_compare,d18512,18512,LK k48/d10/b32,2.4778453841838206,0.597312800004147,,
lkh_compare,d18512,18512,LKH,0.22425833568388717,2.6711157000099774,,nn5/trials=1
lkh_compare,d18512,18512,LKH,0.11437640064596319,17.450534800009336,,nn5/trials=25
lkh_compare,d18512,18512,LKH,0.07020665242902618,59.60487400001148,,nn5/trials=100
lkh_compare,d18512,18512,LKH,0.038435430027369745,484.60498820000794,,nn5/trials=1000
lkh_compare,d18512,18512,LKH,0.13824356284037828,262.3582187999855,,alpha/trials=1
lkh_compare,d18512,18512,LKH,0.03456089071009457,282.3452824999986,,alpha/trials=25
lkh_compare,d18512,18512,LKH,0.02092251231328595,327.727063600003,,alpha/trials=100
benchmark/small,d18512,18512,construct_fis,20.931036299783955,0.04331759000024249,1.1736233946567567,
benchmark/large,d18512,18512,construct_fis,20.931036299783955,0.043404073999681714,1.1736233946567567,
benchmark/small,d18512,18512,fis_chain_greedy_handwritten,2.748133246956937,0.552895196999998,1.0045630520778273,
benchmark/large,d18512,18512,fis_chain_greedy_handwritten,2.748133246956937,0.5462553219999791,1.0043647180736544,
benchmark/small,d18512,18512,fis_construct_lk,2.707683056484584,1.3662560590000794,1.0086753491775193,
benchmark/large,d18512,18512,fis_construct_lk,2.707683056484584,1.3535244479994617,1.0084547624587679,
benchmark/small,d18512,18512,fis_effort_greedy_handwritten,2.6277125649760245,0.686520427999767,1.0060098374959503,
benchmark/large,d18512,18512,fis_effort_greedy_handwritten,2.6277125649760245,0.6833317010000428,1.005887548748728,
benchmark/small,d18512,18512,fis_effort_nn,3.8677201280767717,0.34955300799992983,1.0140412382046813,
benchmark/large,d18512,18512,fis_effort_nn,3.5551222959590105,0.3726960360004341,1.017924208543351,
benchmark/small,d18512,18512,greedy-edge construction,14.627005849004552,0.17264972600014517,1.1203724763346603,
benchmark/large,d18512,18512,greedy-edge construction,14.627005849004552,0.1709447690000161,1.1203724763346603,
lkh_compare,d18512,18512,iterated (control),2.4105833816359237,0.4156018999929074,,0 kicks
lkh_compare,d18512,18512,iterated (control),1.9496681844528685,0.6912003000034019,,1600 kicks
lkh_compare,d18512,18512,iterated (control),1.5099854627284817,1.4811858000175562,,6400 kicks
lkh_compare,d18512,18512,iterated (control),0.924775044247239,4.378522400016664,,25600 kicks
lkh_compare,d18512,18512,iterated (control),0.6582067392187069,15.37248780002119,,102400 kicks
lkh_compare,d18512,18512,iterated (control),0.5362362415108843,60.25299909999012,,409600 kicks
lkh_compare,d18512,18512,iterated + CHAIN reopt depth,2.8068712630068284,0.21359070000471547,,0 kicks
lkh_compare,d18512,18512,iterated + CHAIN reopt depth,2.3461110473964646,0.34846330000436865,,1600 kicks
lkh_compare,d18512,18512,iterated + CHAIN reopt depth,1.8889154079579937,0.7478362999972887,,6400 kicks
lkh_compare,d18512,18512,iterated + CHAIN reopt depth,1.2229595901047365,2.3294952000142075,,25600 kicks
lkh_compare,d18512,18512,iterated + CHAIN reopt depth,0.8375204188222021,8.489700300007826,,102400 kicks
lkh_compare,d18512,18512,iterated + CHAIN reopt depth,0.6327897612973817,31.794263499992667,,409600 kicks
lkh_compare,d18512,18512,iterated + EFFORT-aimed kicks,2.4105833816359237,0.41296600000350736,,0 kicks
lkh_compare,d18512,18512,iterated + EFFORT-aimed kicks,1.9237862618134705,0.6824430000269786,,1600 kicks
lkh_compare,d18512,18512,iterated + EFFORT-aimed kicks,1.5042511445389144,1.532279400038533,,6400 kicks
lkh_compare,d18512,18512,iterated + EFFORT-aimed kicks,1.0651883491052914,4.520023400022183,,25600 kicks
lkh_compare,d18512,18512,iterated + EFFORT-aimed kicks,0.6589816470821619,15.990010800014716,,102400 kicks
lkh_compare,d18512,18512,iterated + EFFORT-aimed kicks,0.5312768311847721,63.52094600003329,,409600 kicks
lkh_compare,d18512,18512,iterated + both,2.8068712630068284,0.21835560002364218,,0 kicks
lkh_compare,d18512,18512,iterated + both,2.3623841125290204,0.3559030000178609,,1600 kicks
lkh_compare,d18512,18512,iterated + both,1.7486570846726324,0.7495548000151757,,6400 kicks
lkh_compare,d18512,18512,iterated + both,1.1866939020950409,2.2706770000222605,,25600 kicks
lkh_compare,d18512,18512,iterated + both,0.8293063954695786,8.115009700035444,,102400 kicks
lkh_compare,d18512,18512,iterated + both,0.6013285020411073,31.2978116000304,,409600 kicks
benchmark/small,d18512,18512,lk_16_4_8,3.129697878922196,1.265975886000433,1.003941395819218,
benchmark/large,d18512,18512,lk_16_4_8,3.129697878922196,1.2598395710001569,1.0037598898757132,
benchmark/small,d18512,18512,lk_24_4_8,2.7180668218548814,0.7232136999996328,1.0072554797351712,
benchmark/large,d18512,18512,lk_24_4_8,2.7180668218548814,0.7216759819998515,1.0069127845632717,
benchmark/small,d18512,18512,lk_32_10_12,2.4781553473292024,1.2373089159996198,1.0070875108104045,
benchmark/large,d18512,18512,lk_32_10_12,2.4781553473292024,1.221870552999917,1.0068941726003224,
benchmark/small,d18512,18512,lk_32_4_8,2.6010557344731713,0.6193372299994735,1.0061838313126712,
benchmark/large,d18512,18512,lk_32_4_8,2.6010557344731713,0.6186386329995912,1.0061319801967652,
benchmark/small,d18512,18512,lk_32_6_8,2.5009376385147806,0.8482001060001494,1.0069138830927027,
benchmark/large,d18512,18512,lk_32_6_8,2.5009376385147806,0.8479771330003132,1.006694767203914,
benchmark/small,d18512,18512,lk_64_10_32,2.811985654905632,1.1063258300000598,1.0070109860831091,
benchmark/large,d18512,18512,lk_64_10_32,2.811985654905632,1.0983799910000016,1.0070117536630354,
benchmark/small,d18512,18512,nearest-neighbour construction,23.51395919025228,0.006816717000219796,1.1752690128617187,
benchmark/large,d18512,18512,nearest-neighbour construction,23.51395919025228,0.006640425000114192,1.1752690128617187,
