seed,condition,metric,mf,tnorm,sconorm,de_morgan,auroc,fpr95,n_params,n_mfs,train_ms,samples_per_sec
6,length+template,wasserstein,gaussian,min/max,min/max,True,0.8958093041138023,0.4264705882352941,85,42,1024.0839000034612,692817.1140873114
6,length+template,wasserstein,gaussian,probability,probability,True,0.8831939638600538,0.5441176470588235,85,42,1024.0839000034612,674268.7219622937
6,length+template,wasserstein,gaussian,luk,luk,True,,,85,42,1024.0839000034612,657958.4018980898
6,length+template,wasserstein,gaussian,hamacher,hamacher,True,0.8895857362552864,0.553921568627451,85,42,1024.0839000034612,340738.2680808186
6,length+template,wasserstein,gaussian,einstein,einstein,True,0.8775470972702807,0.5735294117647058,85,42,1024.0839000034612,510702.21521512116
6,length+template,wasserstein,gaussian,hamacher,einstein,False,0.889850057670127,0.5147058823529411,85,42,1024.0839000034612,539539.8074799692
6,length+template,wasserstein,gaussian,probability,einstein,False,0.8824730872741253,0.5490196078431373,85,42,1024.0839000034612,627788.8896247867
6,length+template,wasserstein,gaussian,min/max,hamacher,False,0.8949682814302192,0.4117647058823529,85,42,1024.0839000034612,489032.71727298194
6,length+template,wasserstein,trapezoid,min/max,min/max,True,0.5660803537101115,0.8480392156862745,55,27,9034.759500005748,472276.8835185807
6,length+template,wasserstein,trapezoid,probability,probability,True,0.5664167627835448,0.8480392156862745,55,27,9034.759500005748,494425.59556143306
6,length+template,wasserstein,trapezoid,luk,luk,True,,,55,27,9034.759500005748,501413.2992575179
6,length+template,wasserstein,trapezoid,hamacher,hamacher,True,0.5662725874663591,0.8480392156862745,55,27,9034.759500005748,405405.4018127025
6,length+template,wasserstein,trapezoid,einstein,einstein,True,0.5664047481737793,0.8480392156862745,55,27,9034.759500005748,502092.04837202735
6,length+template,wasserstein,trapezoid,hamacher,einstein,False,0.5662605728565936,0.8480392156862745,55,27,9034.759500005748,472769.4124116675
6,length+template,wasserstein,trapezoid,probability,einstein,False,0.5664167627835448,0.8480392156862745,55,27,9034.759500005748,356955.3801650037
6,length+template,wasserstein,trapezoid,min/max,hamacher,False,0.5661043829296425,0.8480392156862745,55,27,9034.759500005748,393632.42030682514
6,length+template,-,Mahalanobis,-,-,True,0.8453479430988082,0.5637254901960784,209,0,0.9151999984169379,
6,length+template+entropy,bhattacharyya,gaussian,min/max,min/max,True,0.8358677685950413,1.0,85,42,1039.6364999905927,520504.72290847154
6,length+template+entropy,bhattacharyya,gaussian,probability,probability,True,0.8035996326905417,0.8121212121212121,85,42,1039.6364999905927,561797.7477252352
6,length+template+entropy,bhattacharyya,gaussian,luk,luk,True,,,85,42,1039.6364999905927,303727.5675043797
6,length+template+entropy,bhattacharyya,gaussian,hamacher,hamacher,True,0.8210651974288338,0.793939393939394,85,42,1039.6364999905927,235764.80573292018
6,length+template+entropy,bhattacharyya,gaussian,einstein,einstein,True,0.7949862258953168,0.8121212121212121,85,42,1039.6364999905927,461861.4427703621
6,length+template+entropy,bhattacharyya,gaussian,hamacher,einstein,False,0.8186409550045913,0.8121212121212121,85,42,1039.6364999905927,451807.2271871535
6,length+template+entropy,bhattacharyya,gaussian,probability,einstein,False,0.8034894398530761,0.8121212121212121,85,42,1039.6364999905927,498715.4272793716
6,length+template+entropy,bhattacharyya,gaussian,min/max,hamacher,False,0.8349311294765841,0.8909090909090909,85,42,1039.6364999905927,415042.13270643883
6,length+template+entropy,bhattacharyya,trapezoid,min/max,min/max,True,0.5242240587695133,0.9454545454545454,55,27,8868.562500007101,461603.02063644363
6,length+template+entropy,bhattacharyya,trapezoid,probability,probability,True,0.5241873278236915,0.9454545454545454,55,27,8868.562500007101,465444.28778483294
6,length+template+entropy,bhattacharyya,trapezoid,luk,luk,True,,,55,27,8868.562500007101,451127.8216343792
6,length+template+entropy,bhattacharyya,trapezoid,hamacher,hamacher,True,0.5241873278236915,0.9454545454545454,55,27,8868.562500007101,373260.94568093115
6,length+template+entropy,bhattacharyya,trapezoid,einstein,einstein,True,0.5241873278236915,0.9454545454545454,55,27,8868.562500007101,437259.83912758384
6,length+template+entropy,bhattacharyya,trapezoid,hamacher,einstein,False,0.5241873278236915,0.9454545454545454,55,27,8868.562500007101,392530.03511984536
6,length+template+entropy,bhattacharyya,trapezoid,probability,einstein,False,0.5241873278236915,0.9454545454545454,55,27,8868.562500007101,322580.64378896024
6,length+template+entropy,bhattacharyya,trapezoid,min/max,hamacher,False,0.5242240587695133,0.9454545454545454,55,27,8868.562500007101,347404.9897409687
6,length+template+entropy,wasserstein,gaussian,min/max,min/max,True,0.8358677685950413,1.0,85,42,1024.0839000034612,565552.7087556444
6,length+template+entropy,wasserstein,gaussian,probability,probability,True,0.8035996326905417,0.8121212121212121,85,42,1024.0839000034612,563428.3696423946
6,length+template+entropy,wasserstein,gaussian,luk,luk,True,,,85,42,1024.0839000034612,535279.8105045567
6,length+template+entropy,wasserstein,gaussian,hamacher,hamacher,True,0.8210651974288338,0.793939393939394,85,42,1024.0839000034612,404461.33154251496
6,length+template+entropy,wasserstein,gaussian,einstein,einstein,True,0.7949862258953168,0.8121212121212121,85,42,1024.0839000034612,509337.8605207798
6,length+template+entropy,wasserstein,gaussian,hamacher,einstein,False,0.8186409550045913,0.8121212121212121,85,42,1024.0839000034612,473525.6167661952
6,length+template+entropy,wasserstein,gaussian,probability,einstein,False,0.8034894398530761,0.8121212121212121,85,42,1024.0839000034612,533548.9131843788
6,length+template+entropy,wasserstein,gaussian,min/max,hamacher,False,0.8349311294765841,0.8909090909090909,85,42,1024.0839000034612,400874.6373335503
6,length+template+entropy,wasserstein,trapezoid,min/max,min/max,True,0.5242240587695133,0.9454545454545454,55,27,9034.759500005748,443667.65082611074
6,length+template+entropy,wasserstein,trapezoid,probability,probability,True,0.5241873278236915,0.9454545454545454,55,27,9034.759500005748,434553.5918899881
6,length+template+entropy,wasserstein,trapezoid,luk,luk,True,,,55,27,9034.759500005748,301866.0811000119
6,length+template+entropy,wasserstein,trapezoid,hamacher,hamacher,True,0.5241873278236915,0.9454545454545454,55,27,9034.759500005748,295725.4237709676
6,length+template+entropy,wasserstein,trapezoid,einstein,einstein,True,0.5241873278236915,0.9454545454545454,55,27,9034.759500005748,385243.98636720324
6,length+template+entropy,wasserstein,trapezoid,hamacher,einstein,False,0.5241873278236915,0.9454545454545454,55,27,9034.759500005748,380754.583083099
6,length+template+entropy,wasserstein,trapezoid,probability,einstein,False,0.5241873278236915,0.9454545454545454,55,27,9034.759500005748,449468.8079813152
6,length+template+entropy,wasserstein,trapezoid,min/max,hamacher,False,0.5242240587695133,0.9454545454545454,55,27,9034.759500005748,377013.595257389
6,length+template+entropy,-,Mahalanobis,-,-,True,0.7679338842975207,0.7878787878787878,209,0,0.9151999984169379,
7,length+template,bhattacharyya,gaussian,min/max,min/max,True,0.8564639489121556,0.6716417910447762,81,40,1045.585600004415,564924.122126398
7,length+template,bhattacharyya,gaussian,probability,probability,True,0.8529986881512833,0.6766169154228856,81,40,1045.585600004415,573139.4352083444
7,length+template,bhattacharyya,gaussian,luk,luk,True,,,81,40,1045.585600004415,639008.1040791093
7,length+template,bhattacharyya,gaussian,hamacher,hamacher,True,0.8602633598178263,0.681592039800995,81,40,1045.585600004415,330809.7437654887
7,length+template,bhattacharyya,gaussian,einstein,einstein,True,0.8491621494517462,0.6766169154228856,81,40,1045.585600004415,475008.86342615704
7,length+template,bhattacharyya,gaussian,hamacher,einstein,False,0.8607955248632458,0.6865671641791045,81,40,1045.585600004415,547013.1931529606
7,length+template,bhattacharyya,gaussian,probability,einstein,False,0.8529491844261281,0.6865671641791045,81,40,1045.585600004415,653552.2700933892
7,length+template,bhattacharyya,gaussian,min/max,hamacher,False,0.8575035271404173,0.6965174129353234,81,40,1045.585600004415,506297.2248429781
7,length+template,bhattacharyya,trapezoid,min/max,min/max,True,0.5496769881933615,0.8855721393034826,55,27,9524.027000006754,556632.5128770345
7,length+template,bhattacharyya,trapezoid,probability,probability,True,0.549639860399495,0.8855721393034826,55,27,9524.027000006754,492044.05920688
7,length+template,bhattacharyya,trapezoid,luk,luk,True,,,55,27,9524.027000006754,525696.3501100595
7,length+template,bhattacharyya,trapezoid,hamacher,hamacher,True,0.5495903566743398,0.8855721393034826,55,27,9524.027000006754,445824.5548645776
7,length+template,bhattacharyya,trapezoid,einstein,einstein,True,0.549639860399495,0.8855721393034826,55,27,9524.027000006754,490782.56967055023
7,length+template,bhattacharyya,trapezoid,hamacher,einstein,False,0.5495903566743398,0.8855721393034826,55,27,9524.027000006754,470010.52624054183
7,length+template,bhattacharyya,trapezoid,probability,einstein,False,0.549639860399495,0.8855721393034826,55,27,9524.027000006754,552046.1407194182
7,length+template,bhattacharyya,trapezoid,min/max,hamacher,False,0.5496769881933615,0.8855721393034826,55,27,9524.027000006754,309349.74996765994
7,length+template,wasserstein,gaussian,min/max,min/max,True,0.8564639489121556,0.6716417910447762,81,40,985.7192000054056,572812.7644778338
7,length+template,wasserstein,gaussian,probability,probability,True,0.8529986881512833,0.6766169154228856,81,40,985.7192000054056,572079.1151166648
7,length+template,wasserstein,gaussian,luk,luk,True,,,81,40,985.7192000054056,595290.9771655606
7,length+template,wasserstein,gaussian,hamacher,hamacher,True,0.8602633598178263,0.681592039800995,81,40,985.7192000054056,441515.65475031815
7,length+template,wasserstein,gaussian,einstein,einstein,True,0.8491621494517462,0.6766169154228856,81,40,985.7192000054056,527559.057866837
7,length+template,wasserstein,gaussian,hamacher,einstein,False,0.8607955248632458,0.6865671641791045,81,40,985.7192000054056,527351.4376086204
7,length+template,wasserstein,gaussian,probability,einstein,False,0.8529491844261281,0.6865671641791045,81,40,985.7192000054056,653658.5395648594
7,length+template,wasserstein,gaussian,min/max,hamacher,False,0.8575035271404173,0.6965174129353234,81,40,985.7192000054056,492224.8040836305
7,length+template,wasserstein,trapezoid,min/max,min/max,True,0.5496769881933615,0.8855721393034826,55,27,9480.21150000568,531957.1214326987
7,length+template,wasserstein,trapezoid,probability,probability,True,0.549639860399495,0.8855721393034826,55,27,9480.21150000568,524804.1793380318
7,length+template,wasserstein,trapezoid,luk,luk,True,,,55,27,9480.21150000568,474896.6254972449
7,length+template,wasserstein,trapezoid,hamacher,hamacher,True,0.5495903566743398,0.8855721393034826,55,27,9480.21150000568,225880.76595414066
7,length+template,wasserstein,trapezoid,einstein,einstein,True,0.549639860399495,0.8855721393034826,55,27,9480.21150000568,388819.03470839385
7,length+template,wasserstein,trapezoid,hamacher,einstein,False,0.5495903566743398,0.8855721393034826,55,27,9480.21150000568,319885.4157139796
7,length+template,wasserstein,trapezoid,probability,einstein,False,0.549639860399495,0.8855721393034826,55,27,9480.21150000568,494586.6114372789
7,length+template,wasserstein,trapezoid,min/max,hamacher,False,0.5496769881933615,0.8855721393034826,55,27,9480.21150000568,265434.1379964902
7,length+template,-,Mahalanobis,-,-,True,0.8089403727630504,0.6915422885572139,209,0,0.9264000109396875,
7,length+template+entropy,bhattacharyya,gaussian,min/max,min/max,True,0.82373046875,1.0,81,40,1045.585600004415,329828.89793931413
7,length+template+entropy,bhattacharyya,gaussian,probability,probability,True,0.7973242187499999,0.71875,81,40,1045.585600004415,445000.69279986375
7,length+template+entropy,bhattacharyya,gaussian,luk,luk,True,,,81,40,1045.585600004415,450007.0305031553
7,length+template+entropy,bhattacharyya,gaussian,hamacher,hamacher,True,0.8183007812499999,0.76875,81,40,1045.585600004415,319138.3233836954
7,length+template+entropy,bhattacharyya,gaussian,einstein,einstein,True,0.78931640625,0.74375,81,40,1045.585600004415,424741.17148441164
7,length+template+entropy,bhattacharyya,gaussian,hamacher,einstein,False,0.8167578124999999,0.74375,81,40,1045.585600004415,424966.79932267306
7,length+template+entropy,bhattacharyya,gaussian,probability,einstein,False,0.7968554687499999,0.725,81,40,1045.585600004415,450260.30781180883
7,length+template+entropy,bhattacharyya,gaussian,min/max,hamacher,False,0.8272851562500001,0.70625,81,40,1045.585600004415,303634.1231150306
7,length+template+entropy,bhattacharyya,trapezoid,min/max,min/max,True,0.51875,0.9625,55,27,9524.027000006754,365046.7734766626
7,length+template+entropy,bhattacharyya,trapezoid,probability,probability,True,0.51875,0.9625,55,27,9524.027000006754,433780.66954748693
7,length+template+entropy,bhattacharyya,trapezoid,luk,luk,True,,,55,27,9524.027000006754,370713.62571624183
7,length+template+entropy,bhattacharyya,trapezoid,hamacher,hamacher,True,0.51875,0.9625,55,27,9524.027000006754,346470.3319130196
7,length+template+entropy,bhattacharyya,trapezoid,einstein,einstein,True,0.51875,0.9625,55,27,9524.027000006754,407903.1267868412
7,length+template+entropy,bhattacharyya,trapezoid,hamacher,einstein,False,0.51875,0.9625,55,27,9524.027000006754,366510.13714017614
7,length+template+entropy,bhattacharyya,trapezoid,probability,einstein,False,0.51875,0.9625,55,27,9524.027000006754,343126.7424618707
7,length+template+entropy,bhattacharyya,trapezoid,min/max,hamacher,False,0.51875,0.9625,55,27,9524.027000006754,332467.53426904243
7,length+template+entropy,wasserstein,gaussian,min/max,min/max,True,0.82373046875,1.0,81,40,985.7192000054056,510448.2369531832
7,length+template+entropy,wasserstein,gaussian,probability,probability,True,0.7973242187499999,0.71875,81,40,985.7192000054056,527182.8713436634
7,length+template+entropy,wasserstein,gaussian,luk,luk,True,,,81,40,985.7192000054056,472952.99988441914
7,length+template+entropy,wasserstein,gaussian,hamacher,hamacher,True,0.8183007812499999,0.76875,81,40,985.7192000054056,337909.1893412245
7,length+template+entropy,wasserstein,gaussian,einstein,einstein,True,0.78931640625,0.74375,81,40,985.7192000054056,421385.30122665514
7,length+template+entropy,wasserstein,gaussian,hamacher,einstein,False,0.8167578124999999,0.74375,81,40,985.7192000054056,417754.56268113904
7,length+template+entropy,wasserstein,gaussian,probability,einstein,False,0.7968554687499999,0.725,81,40,985.7192000054056,472394.4548549381
7,length+template+entropy,wasserstein,gaussian,min/max,hamacher,False,0.8272851562500001,0.70625,81,40,985.7192000054056,407851.13771774294
7,length+template+entropy,wasserstein,trapezoid,min/max,min/max,True,0.51875,0.9625,55,27,9480.21150000568,439560.4401210775
7,length+template+entropy,wasserstein,trapezoid,probability,probability,True,0.51875,0.9625,55,27,9480.21150000568,428781.9868763292
7,length+template+entropy,wasserstein,trapezoid,luk,luk,True,,,55,27,9480.21150000568,431441.2826497929
7,length+template+entropy,wasserstein,trapezoid,hamacher,hamacher,True,0.51875,0.9625,55,27,9480.21150000568,331537.5049082938
7,length+template+entropy,wasserstein,trapezoid,einstein,einstein,True,0.51875,0.9625,55,27,9480.21150000568,418683.7634729449
7,length+template+entropy,wasserstein,trapezoid,hamacher,einstein,False,0.51875,0.9625,55,27,9480.21150000568,374444.18325707316
7,length+template+entropy,wasserstein,trapezoid,probability,einstein,False,0.51875,0.9625,55,27,9480.21150000568,360807.30585753225
7,length+template+entropy,wasserstein,trapezoid,min/max,hamacher,False,0.51875,0.9625,55,27,9480.21150000568,307988.4475374119
7,length+template+entropy,-,Mahalanobis,-,-,True,0.7558203125,0.675,209,0,0.9264000109396875,
