family,feature,auroc,auroc_entmatch,rho_entropy,entmatch_std
geom,N18_norm,0.5220919239673472,0.5378930302252006,0.06510949673575575,0.02358064848091078
geom,N18_ratio,0.5429671047442883,0.6351785942941975,0.09239439687876082,0.09848276608806864
geom,N19_norm,0.5879036577045829,0.5908815267898551,0.11967298283043298,0.0626129675979976
geom,N19_ratio,0.6587596032367529,0.5342138189537331,0.3911299488458396,0.043838592318024096
geom,N20_norm,0.6621499847677766,0.660325374203516,0.21975673977957194,0.06248138821707828
geom,N20_ratio,0.6207740097852933,0.8264928556699395,0.08018030135438184,0.0369137300442886
geom,N21_norm,0.6100324097128234,0.5604797907386646,0.26464810093665947,0.04008527061372125
geom,N21_ratio,0.5395017949865493,0.6316537339787986,0.05096026847033394,0.02962365792373935
geom,N22_norm,0.5312040711339162,0.5395673954405988,0.08485057410050689,0.026451930965045296
geom,N22_ratio,0.5940086170234844,0.5862843230168271,0.14176951489744952,0.04864938024222944
geom,N23_norm,0.5617575203511049,0.541406908220998,0.1599211689404072,0.02605306845889085
geom,N23_ratio,0.5977437961684476,0.5701053836373858,0.2799847374041809,0.043359082045770825
geom,N24_norm,0.5547878051159314,0.6138424805181384,0.08852150897151496,0.07007077940482356
geom,N24_ratio,0.5123649153147954,0.6190683315906709,0.11546647623126832,0.06046906412759964
geom,N25_norm,0.5534062301921182,0.6443107358095808,0.025551518028284207,0.05070447554626291
geom,N25_ratio,0.6286689161691217,0.7769605267852587,0.17703239244819377,0.08900964948287027
geom,N26_norm,0.7592351154277153,0.8225238719167909,0.3122526810162155,0.04672142349975721
geom,N26_ratio,0.867146705325852,0.8859902652614591,0.4816019441618634,0.04215277061384852
geom,N27_norm,0.7882390174853672,0.8307336828454551,0.4416534791972596,0.06633002096061641
